18 digit Property ID,ARC Program: ID,ARC Program: Program ID,Billing Code (AccPac),Operations Region,Property Name (formula),SEO Cost,Program Official Start,UA Code,View ID,Current Property Owner,Units
a078000000Rq6cTAAR,a2i800000048Gwp,PGM-37590,1516,Mountain,Aderra (UT),0,10/17/2016,UA-85533256-1,169792034,Uinta Land Company,114
a078000000Tv176AAB,a2i800000048Gwt,PGM-37594,1603,Mountain,The Mercer,0,12/30/2016,UA-85533256-3,181551255,Timberlane Partners,73
a078000000Tv16wAAB,a2i800000048Gwu,PGM-37595,1604,Southern California,Gibson Santa Monica,300,1/3/2017,UA-86905300-3,188009555,ASB Real Estate Investments,106
a078000000SpY9LAAV,a2i800000048Gwv,PGM-37596,1586,Mountain,Regatta Sloan's Lake,0,12/19/2016,UA-34798102-5,179601007,Castle Lanterra Properties,369
a078000000NCESxAAP,a2i800000048H0A,PGM-37797,1557,Southern California,Oak Springs Ranch,0,5/1/2017,UA-44898482-1,183248374,R & V Management,312
a078000000NDFdNAAX,a2i800000048H0C,PGM-37799,1281,Central,Broadstone Park West,0,4/29/2014,UA-43410721-1,149496673,Starlight Investments Ltd.,370
a078000000NswxqAAB,a2i800000048H0E,PGM-37801,1569,Southwest,South Blvd,0,3/22/2017,UA-49677313-1,178654042,Starlight Investments Ltd.,320
a078000000NseYHAAZ,a2i800000048H0F,PGM-37802,1132,Northern California,Pacific Terrace West,0,5/10/2014,UA-47007909-1,182096775,EMD Properties,46
a078000000NseA5AAJ,a2i800000048H0G,PGM-37803,1129,Northern California,Sierrabrook,300,5/10/2014,UA-47010001-1,181989894,EMD Properties,220
a078000000NseamAAB,a2i800000048H0H,PGM-37804,1131,Northern California,Casa Verde Apartments,0,4/30/2014,UA-47008709-1,182051200,EMD Properties,149
a078000000NrND3AAN,a2i800000048H0J,PGM-37806,1125,Southwest,Verde,0,11/26/2013,UA-47453603-1,161414898,"The Greystone Group, Inc.",204
a078000000NCETaAAP,a2i800000048H0L,PGM-37808,1096,Southern California,Broadstone Coronado on the Bay,0,5/10/2014,UA-45652693-1,78990341,Alliance Residential Company,549
a078000000NrtY5AAJ,a2i800000048H0M,PGM-37809,1122,Southwest,Talavera,300,4/30/2014,UA-49784503-1,186671277,"Pathfinder Partners, LLC",144
a078000000NqBtRAAV,a2i800000048H0N,PGM-37810,1112,Central,Palm Valley,0,2/21/2018,UA-46009123-1,160922177,Starlight Investments Ltd.,340
a078000000NsNVcAAN,a2i800000048H0O,PGM-37811,1419,Southwest,Farmer Avenue Lofts,0,12/30/2015,UA-45656603-1,177813608,Tincath,18
a078000000NqA9gAAF,a2i800000048H0T,PGM-37816,1107,Central,Terra at Piney Point,300,11/30/2014,UA-45491083-1,176635681,FrontRange Capital Partners,246
a0780000003RyquAAC,a2i800000048H26,PGM-37917,691,Northern California,Heritage Park,0,11/10/2008,UA-41504739-1,182015822,GEM Management,508
a0780000003RyruAAC,a2i800000048H27,PGM-37918,690,Northern California,Willowbend,0,11/10/2008,UA-29541348-1,182071667,GEM Management,330
a0780000003Ryr6AAC,a2i800000048H2B,PGM-37922,679,Pacific Northwest,Lions Gate North,300,6/23/2016,UA-24819571-6,172092730,The Sobrato Organization,200
a0780000003RypaAAC,a2i800000048H2C,PGM-37923,680,Pacific Northwest,Bella Vista,300,1/1/2016,UA-28009606-1,173647424,The Sobrato Organization,182
a0780000003RyqzAAC,a2i800000048H2D,PGM-37924,681,Northern California,La Terraza,300,9/30/2015,UA-36351664-1,183140405,The Sobrato Organization,258
a0780000003RyqvAAC,a2i800000048H2E,PGM-37925,672,Southern California,Imperia at NoHo,0,6/13/2008,UA-77505103-1,188019998,Prudential,103
a0780000003RypTAAS,a2i800000048H2J,PGM-37930,634,Northern California,Abrams Park,0,1/1/2008,UA-36365352-1,66145767,"City of Marina, CA",194
a0780000003RyrLAAS,a2i800000048H2K,PGM-37931,1376,Northern California,Preston Park,0,9/14/2015,UA-36351580-1,66293615,"City of Marina, CA",354
a0780000003RyriAAC,a2i800000048H2L,PGM-37932,633,Southern California,The Montecito,300,10/18/2016,UA-24819571-7,187582035,The Sobrato Organization,85
a0780000003Ryr0AAC,a2i800000048H2M,PGM-37933,593,Northern California,Aspen Ridge,300,2/24/2017,UA-24819571-3,183094243,The Sobrato Organization,260
a0780000003RyqhAAC,a2i800000048H2N,PGM-37934,578,Southern California,City Place,0,7/1/2007,UA-36455106-1,188008174,The Sobrato Organization,214
a0780000003RyrmAAC,a2i800000048H2P,PGM-37936,573,Central,Townhomes at Limestone Oaks,0,7/1/2007,UA-69125602-9,194744011,Harvest Equities,76
a0780000003RyrEAAS,a2i800000048H2l,PGM-37958,1412,Southern California,Ocean Palms,0,1/1/2016,UA-36362681-1,66290713,BB&K Homes,48
a0780000003RyrGAAS,a2i800000048H2s,PGM-37965,94,Southern California,Overlook at Bernardo Heights,0,12/1/1996,UA-33018482-1,153605649,State Teachers Retirement System of Ohio,330
a078000000RplisAAB,a2i800000048Gvz,PGM-37538,1546,Southeast,Broadstone Passerelle,0,8/18/2017,UA-86563073-1,150648306,Alliance Residential Company,392
a078000000Rq9eJAAR,a2i800000048Gw0,PGM-37539,1527,Northern California,O&M,300,10/3/2016,UA-86788798-3,165019965,Mitsui Fudosan America,116
a078000000SphCnAAJ,a2i800000048Gw1,PGM-37540,1596,Southern California,Domain WeHo,0,4/24/2017,UA-93239903-3,147751184,Barings Real Estate Advisers,166
a078000000QoSE8AAN,a2i800000048Gw2,PGM-37541,1534,Mountain,Moda Bonneville,0,12/14/2017,UA-85533256-17,179614848,JF Capital,158
a078000000TwsFaAAJ,a2i800000048Gw6,PGM-37545,1633,Southeast,Grand Reserve at Kirkman Parke Condominiums,0,6/30/2017,UA-75412811-7,151266787,ESG Kullen,241
a078000000TwhJiAAJ,a2i800000048Gw8,PGM-37547,1653,Mountain,Aspen Cove Townhomes,300,5/15/2017,UA-85533256-6,181591189,"Tungsten Properties, Inc.",74
a078000000TwDm0AAF,a2i800000048GwA,PGM-37549,1634,Southwest,Plata 47,0,7/15/2017,UA-28080357-11,172968430,29th Street Capital,218
a078000000TwTtaAAF,a2i800000048GwB,PGM-37550,1646,Northern California,Boulders,300,6/1/2017,UA-28080357-6,175467262,Standard Management Company,276
a078000000TwTtLAAV,a2i800000048GwC,PGM-37551,1648,Northern California,Spring Villas,300,6/15/2017,UA-28080357-5,175028834,Standard Management Company,160
a078000000Tw9VuAAJ,a2i800000048GwD,PGM-37552,1633,Southeast,Grand Reserve at Kirkman Parke,0,4/19/2017,UA-75412811-7,151266787,ESG Kullen,241
a078000000SpUfFAAV,a2i800000048GwE,PGM-37553,1598,Mountain,17Walnut,0,4/18/2017,UA-34798102-8,180037926,Rivendell Global Real Estate Inc.,26
a078000000Qqh8PAAR,a2i800000048GwF,PGM-37554,1602,Central,Broadstone Evoke,300,5/1/2017,UA-86746550-1,178488803,Alliance Residential Company,459
a078000000Rz0ELAAZ,a2i800000048GwH,PGM-37556,1545,Northern California,Anton Menlo,0,4/24/2017,UA-86788798-6,150638842,St. Anton Partners,394
a078000000QpoGpAAJ,a2i800000048GyZ,PGM-37698,1387,Northeast,Harbor Pointe,300,11/30/2017,UA-70249403-1,111912507,Castle Lanterra Properties,544
a078000000Rplj2AAB,a2i800000048GvN,PGM-37500,1605,Southeast,Broadstone Plantation,0,8/18/2017,UA-75412811-5,151564651,Alliance Residential Company,250
a078000000S0LdSAAV,a2i800000048GvO,PGM-37501,1543,Mountain,Avida,600,8/25/2017,UA-85533256-9,158797475,Timberlane Partners,401
a078000000QE4H9AAL,a2i800000048Guw,PGM-37473,1663,Mountain,Icon 9700,0,10/4/2017,UA-85533256-5,180018143,Magna Management Investors,264
a078000000QqKWRAA3,a2i800000048Gux,PGM-37474,1618,Northern California,The Standard (CA),600,6/15/2017,UA-86788798-2,183218573,The Sobrato Organization,190
a078000000U0sGtAAJ,a2i800000048GvY,PGM-37511,1725,Northern California,Park Place (CA),0,7/25/2017,UA-91327653-33,156421569,Braddock & Logan,37
a078000000RpxsCAAR,a2i800000048Gva,PGM-37513,1612,Southern California,Metro Gateway,0,4/28/2017,UA-81884584-1,126980516,MBK Homes,187
a078000000TwkIOAAZ,a2i800000048Gvc,PGM-37515,1654,Southeast,Loftin Place,300,7/27/2017,UA-75412811-8,184767302,Castle Lanterra Properties,259
a078000000U0sHSAAZ,a2i800000048Gvd,PGM-37516,1717,Northern California,Westcliffe Trail,0,7/19/2017,UA-91327653-26,193615397,Braddock & Logan,30
a078000000PiEmfAAF,a2i800000048Gyi,PGM-37707,1301,Mountain,Element 31,600,7/24/2015,UA-65916226-1,181542403,The Ritchie Group,208
a078000000QpRjkAAF,a2i800000048Gyj,PGM-37708,1365,Mountain,Villas on Main,300,12/8/2015,UA-68725612-1,179590146,Castle Creek Homes,144
a078000000QpnMZAAZ,a2i800000048Gyk,PGM-37709,1366,Mountain,Pinnacle Highbury,300,9/22/2015,UA-67908624-1,179690555,Castle Creek Homes,290
a078000000QpnMPAAZ,a2i800000048Gyl,PGM-37710,1362,Central,The Dylan,300,9/8/2015,UA-67216717-1,176651680,Crow Holdings,125
a078000000QpjawAAB,a2i800000048Gyn,PGM-37712,1364,Southwest,Z- Xander 3900,0,8/11/2015,UA-66518042-1,153634454,Kennedy Wilson,480
a078000000PgRZGAA3,a2i800000048Gyq,PGM-37715,1259,Southern California,Sway,300,11/30/2014,UA-60322808-1,188061058,Prudential,122
a078000000PfULcAAN,a2i800000048GzW,PGM-37757,1237,Northern California,Domicilio,300,1/2/2017,UA-55466916-1,169792433,The Sobrato Organization,306
a078000000PfUL8AAN,a2i800000048GzX,PGM-37758,1239,Northern California,Mosaic Apartments,300,10/31/2014,UA-55474301-1,183161154,The Sobrato Organization,386
a078000000PfUKAAA3,a2i800000048GzY,PGM-37759,1238,Northern California,Elements,300,10/31/2014,UA-55468705-1,183145719,The Sobrato Organization,243
a078000000PfULwAAN,a2i800000048GzZ,PGM-37760,1235,Northern California,Bridgepointe,300,10/31/2014,UA-55459256-1,169758168,The Sobrato Organization,396
a078000000PfULmAAN,a2i800000048Gza,PGM-37761,1236,Northern California,Central Park at Whisman Station,300,10/31/2014,UA-55470905-1,183099719,The Sobrato Organization,354
a078000000OzekDAAR,a2i800000048Gzo,PGM-37775,1185,Central,The Allure,0,7/3/2014,UA-52526813-1,177962268,Starlight Investments Ltd.,334
a078000000P2niZAAR,a2i800000048Gzb,PGM-37762,1225,Mountain,The Argyle,0,10/31/2014,UA-57042597-1,94296801,WLA Investments,174
a078000000PewDxAAJ,a2i800000048Gzc,PGM-37763,1684,Southwest,Oceana,0,6/15/2017,UA-55955402-1,153635160,TruAmerica,240
a078000000P1RJPAA3,a2i800000048Gzf,PGM-37766,1212,Southwest,Paradise Palms,0,8/22/2014,UA-54901441-1,160859289,Ogden Capital,130
a078000000OMMvgAAH,a2i800000048Gzh,PGM-37768,1175,Mountain,The Station at Riverfront Park,0,8/22/2014,UA-34798102-4,174132711,Clarion Partners,273
a078000000OzoBRAAZ,a2i800000048Gzi,PGM-37769,1541,Southwest,Cantera,0,9/29/2016,UA-53513200-1,176724338,Aukum,288
a078000000P08a7AAB,a2i800000048Gzk,PGM-37771,1184,Central,Broadstone 3800 Main,300,11/27/2017,UA-50036212-1,178480741,Alliance Residential Company,116
a078000000OL1ieAAD,a2i800000048Gzn,PGM-37774,1174,Southwest,Broadstone Waterfront,300,6/13/2014,UA-48943619-1,169065291,JP Morgan,259
a078000000U1T0UAAV,a2i800000048Guo,PGM-37465,1696,Southern California,Alexan ALX,0,11/28/2017,UA-93239903-34,182214523,Trammell Crow Residential,313
a078000000U0sHXAAZ,a2i800000048Gve,PGM-37517,1718,Northern California,Ygnacio Village,0,7/19/2017,UA-91327653-27,176719240,Braddock & Logan,56
a078000000U0sGKAAZ,a2i800000048Gvf,PGM-37518,1723,Northern California,Kentwood,0,7/18/2017,UA-91327653-31,156068749,Braddock & Logan,224
a078000000U0sG0AAJ,a2i800000048Gvj,PGM-37522,1714,Northern California,City View,0,7/17/2017,UA-91327653-24,156008251,Braddock & Logan,20
a078000000RplhfAAB,a2i800000048Gvm,PGM-37525,1616,Southeast,Broadstone 8 South,0,7/14/2017,UA-90345346-1,138033264,Alliance Residential Company,330
a078000000TwDm5AAF,a2i800000048Gvr,PGM-37530,1629,Northern California,4801 Shattuck,300,6/29/2017,UA-91327653-9,184960960,Nautilus Group,44
a078000000RzTmOAAV,a2i800000048GxG,PGM-37617,1507,Central,Foundations at Woodland,300,10/3/2016,UA-84484376-1,177359114,White Oak Partners,384
a078000000U0sGPAAZ,a2i800000048Gvt,PGM-37532,1704,Northern California,Landing at Capitola,0,6/23/2017,UA-91327653-13,173693932,Braddock & Logan,50
a078000000RzTmJAAV,a2i800000048GxH,PGM-37618,1508,Central,Regency at Woodland,300,4/24/2017,UA-84483838-1,177301512,White Oak Partners,252
a078000000Rq9eYAAR,a2i800000048GxI,PGM-37619,1529,Mountain,The View on 26th,0,10/17/2016,UA-83590779-1,179591442,Rivendell Global Real Estate Inc.,83
a078000000QE4FpAAL,a2i800000048GxM,PGM-37623,1451,Mountain,Novi at Jordan Valley Station,0,4/18/2016,UA-76680640-1,153634946,Boulder Ventures Development Inc.,270
a078000000RzwQ2AAJ,a2i800000048GxP,PGM-37626,1521,Southwest,Del Sol,0,8/15/2016,UA-82834894-1,176631797,Aukum,168
a078000000RzwPdAAJ,a2i800000048GxQ,PGM-37627,1522,Southwest,Sonoran Vista,0,8/15/2016,UA-82718405-1,176656735,Aukum,264
a078000000Qq0pHAAR,a2i800000048GxT,PGM-37630,1475,Mountain,Dylan,0,6/23/2016,UA-82530308-1,127697811,Alliance Residential Company,274
a078000000PgKboAAF,a2i800000048GxU,PGM-37631,1269,Northern California,777 Hamilton,600,4/18/2016,UA-56407725-1,182356672,Greenheart Land Company,195
a078000000S029tAAB,a2i800000048GxW,PGM-37633,1503,Southern California,Axiom Tustin II,600,7/28/2016,UA-81356044-1,142861644,Raintree Partners,536
a078000000QE4LaAAL,a2i800000048GxX,PGM-37634,1352,Mountain,Parkway Lofts,0,9/30/2015,UA-68483514-1,179583482,Lowe Property Group,332
a078000000RzVNWAA3,a2i800000048GxR,PGM-37628,1509,Southwest,The Maddox,0,6/15/2017,UA-81752200-1,186740661,"Pathfinder Partners, LLC",224
a078000000RzXTXAA3,a2i800000048GxY,PGM-37635,1503,Southern California,Axiom Tustin,0,7/28/2016,UA-81356044-1,142861644,Raintree Partners,536
a078000000QDWHNAA5,a2i800000048GxZ,PGM-37636,1494,Central,Broadstone Woodmill Creek,300,2/21/2018,UA-69155700-1,178632607,UBS Realty Investors LLC,380
a072E00000WuNiaQAF,a2i2E0000053Zgc,PGM-84720,2008,Southern California,Entrada,0,1/31/2019,UA-133590899-2,189780563,Ideal Capital Investments,172
a072E00000WuNipQAF,a2i2E0000053Zfm,PGM-84668,2015,Southern California,Regents La Jolla,0,2/12/2019,UA-133590899-3,189911901,Raintree Partners,333
a078000000TvLrrAAF,a2i80000003Tle6,PGM-64124,1847,Southeast,Broadstone Yards,0,9/21/2018,UA-27983644-2,160906904,Alliance Residential Company,251
a078000000VEGjBAAX,a2i80000003TlZP,PGM-63848,1798,Southwest,Promenade at Sahara,0,1/26/2018,UA-28080357-12,168525302,29th Street Capital,312
a078000000VEGicAAH,a2i80000003TlVa,PGM-63641,1799,Southern California,Tesoro,0,1/2/2018,UA-93239903-15,166930327,4G Ventures,188
a078000000VEGj1AAH,a2i80000003TlYI,PGM-63779,1797,Southern California,The Crossing Apartments,0,1/19/2018,UA-93239903-16,168012587,"RedHill Realty Investors, LP",312
a078000000RplebAAB,a2i80000003TlWm,PGM-63710,1682,Pacific Northwest,Elara,300,3/12/2018,UA-55452293-10,171363282,Johnson Development Associates (JDA),150
a078000000QGL3aAAH,a2i80000003TlLi,PGM-63089,1839,Mountain,Moda Granary Place,0,6/25/2018,UA-85533256-19,168480692,JF Capital,134
a078000000SpVenAAF,a2i80000003TlMp,PGM-63158,1665,Southern California,Broadstone North Park,0,8/16/2018,UA-93239903-20,188681770,Alliance Residential Company,118
a078000000Sp6luAAB,a2i80000003TlTV,PGM-63572,1814,Southeast,Broadstone Gulch,0,7/20/2018,UA-69510721-3,165495979,Alliance Residential Company,238
a078000000QojnVAAR,a2i80000003TlSO,PGM-63503,1662,Southeast,X-Miami,0,4/2/2018,UA-75412811-10,172735507,Property Markets Group,464
a078000000Sp2C8AAJ,a2i80000003TlKb,PGM-63020,1623,Mountain,Block 44,300,6/19/2018,UA-85533256-2,177304770,Wright Development Group,214
a078000000SJ71pAAD,a2i80000003TlEx,PGM-62675,1786,Southern California,Broadstone Makers Quarter,0,9/6/2018,UA-93239903-18,184229856,Alliance Residential Company,265
a078000000QoFllAAF,a2i80000003TXRR,PGM-55668,1758,Southwest,Dusk,0,,UA-75150914-1,150961427,Modus Development,41
a078000000VD7UkAAL,a2i80000003TblC,PGM-60682,1782,Pacific Northwest,Youngstown Flats,300,1/17/2018,UA-55452293-9,167987247,AAA Management (Liza Castillo),195
a078000000VD7UfAAL,a2i80000003Tbk4,PGM-60612,1778,Mountain,Timbers Apartments,0,12/15/2017,UA-110556546-1,166262733,Texas Capital Partners,85
a078000000TuwtmAAB,a2i80000003TbnS,PGM-60822,1683,Mountain,Nexus on 9th,0,2/2/2019,UA-119885607-3,186609160,Watt Investment Partners,28
a078000000RplelAAB,a2i80000003ULI2,PGM-73842,1859,Pacific Northwest,Origin,0,5/4/2018,UA-55452293-4,172078388,JB Matteson,153
a078000000UPvxPAAT,a2i80000003MEbN,PGM-55504,1749,Southeast,Carillon,0,12/4/2017,UA-69510721-2,165685877,GAIA Real Estate,306
a072E00000WuGpyQAF,a2i2E0000053X86,PGM-83236,1991,Central,Meritage at Steiner Ranch,0,12/11/2018,UA-50024608-7,194135623,LivCor,502
a072E00000WuGqNQAV,a2i2E0000053XAf,PGM-83395,1996,Central,Rosemont at Olmos Park,0,12/11/2018,UA-69125602-7,186610591,LivCor,144
a072E00000WuGqDQAV,a2i2E0000053X7F,PGM-83183,1994,Central,Hills at Fair Oaks,0,12/11/2018,UA-69125602-5,186598164,LivCor,288
a072E00000WuGq3QAF,a2i2E0000053XBW,PGM-83448,1992,Central,Trails at Buda Ranch,0,12/11/2018,UA-50024608-8,186616038,LivCor,264
a072E00000WuGq8QAF,a2i2E0000053XCN,PGM-83501,1993,Central,Montelena,0,12/11/2018,UA-50024608-9,186588974,LivCor,232
a072E00000WuGptQAF,a2i2E0000053X8x,PGM-83289,1989,Central,Springmarc,0,12/11/2018,UA-50024608-6,194181935,LivCor,240
a072E00000WuGqIQAV,a2i2E0000053X9o,PGM-83342,1995,Central,Ashley Oaks,0,12/11/2018,UA-69125602-6,186628252,LivCor,462
a078000000VClxNAAT,a2i80000003TX8h,PGM-55587,1754,Central,McDermott Place,300,11/7/2017,UA-83547238-6,177292479,White Oak Partners,324
a078000000TvAhCAAV,a2i80000003TYz0,PGM-56465,1744,Southeast,Broadstone Winter Park,0,12/4/2017,UA-75412811-9,165600495,Alliance Residential Company,268
a078000000VDH6YAAX,a2i80000003TcvQ,PGM-61971,1777,Southwest,The Sterling,600,12/28/2017,UA-107271747-8,186763807,"Pathfinder Partners, LLC",107
a078000000Wtx8MAAR,a2i800000053SHe,PGM-81163,1963,Southeast,Crosswynde Condominiums,0,10/1/2018,UA-75412811-4,186835980,ESG Kullen,453
a078000000Wtx8RAAR,a2i800000053SIV,PGM-81216,1951,Central,Highpoint at Cypresswood,0,10/15/2018,UA-50039503-14,184132028,Blackstone Group,336
a078000000VEouGAAT,a2i80000003Uxm6,PGM-76864,1891,Southwest,Uptown Square,0,7/23/2018,UA-27766263-4,178655242,HiCap Management LLC,122
a078000000D8NKxAAN,a2i80000003U9n9,PGM-69263,825,Southwest,Albuquerque Uptown Village,0,7/1/2017,UA-27766263-1,175028542,Barings Real Estate Advisers,198
a072E00000XZxVsQAL,a2i2E000004vIsV,PGM-89445,2103,Southwest,Ely at the Curve (West),0,3/25/2019,UA-28080357-21,190549387,The Calida Group,302
a078000000QG4omAAD,a2i2E000004vIuH,PGM-89555,2105,Southern California,The Current,0,4/5/2019,UA-73090215-1,188433746,"Studio Management Services, Inc.",223
a072E00000WuWIhQAN,a2i2E000004vItO,PGM-89500,2103,Southwest,Ely at the Curve (East),0,3/25/2019,UA-28080357-21,190549387,The Calida Group,302
a078000000VDPGfAAP,a2i80000003TdUk,PGM-62184,1781,Central,Winsted at White Rock,600,12/19/2017,UA-83547238-8,178534165,White Oak Partners,314
a078000000W86cLAAR,a2i80000003Uyte,PGM-77660,1894,Northern California,599 Castro,0,10/28/2018,UA-91327653-41,181619891,The Sobrato Organization,12
a078000000Wtt9DAAR,a2i800000053RFM,PGM-81003,1936,Southern California,Alexan CTR City,0,12/21/2018,UA-93239903-48,186824277,Trammell Crow Residential,220
a078000000VEvUuAAL,a2i80000003U6Pc,PGM-65469,1851,Southern California,Alexan Millenia,0,7/25/2018,UA-93239903-22,176327190,Trammell Crow Residential,309
a0780000003RyqQAAS,a2i80000003TnKo,PGM-64350,1784,Southwest,Broadstone Talavera,0,12/8/2017,UA-28667017-1,171854811,Blackstone Group,350
a078000000VENEoAAP,a2i80000003Tncg,PGM-64498,1802,Southern California,Lasselle Place,0,1/2/2018,UA-57270690-1,94614351,4G Ventures,304
a078000000WtrCVAAZ,a2i800000053Qau,PGM-80738,1918,Southwest,Morada West,0,9/21/2018,UA-107271747-15,182199619,TruAmerica,428
a078000000WtqZTAAZ,a2i800000053QXf,PGM-80685,1928,Southwest,Elysian at Flamingo,0,11/26/2018,UA-28080357-18,184314003,The Calida Group,360
a078000000SpVfCAAV,a2i80000003UB2F,PGM-70044,1887,Central,Broadstone on Fifth (5th),0,12/17/2018,UA-83547238-10,178513190,Alliance Residential Company,345
a078000000TxWzEAAV,a2i80000003UB7B,PGM-70340,1741,Mountain,Coventry Townhomes,0,3/27/2019,UA-119885607-14,191392763,Wright Development Group,55
a078000000VFpYRAA1,a2i80000003UAtd,PGM-69600,1829,Mountain,Ascent in Cottonwood,1200,4/3/2018,UA-85533256-22,172576345,Buchanan Street Partners,160
a078000000RyrflAAB,a2i80000003Uwer,PGM-76490,1885,Southwest,The Lofts at Westgate,0,6/12/2018,UA-107271747-5,167380011,YAM Properties,76
a078000000W7ggYAAR,a2i80000003UxTz,PGM-76652,1893,Mountain,Verona Park,0,7/30/2018,UA-34798102-17,180246757,"Pathfinder Partners, LLC",119
a078000000Rox1rAAB,a2i2E0000053fkh,PGM-85921,2042,Mountain,Broadstone Montane,0,1/17/2019,UA-34798102-16,178098620,Starlight Investments Ltd.,400
a078000000U1hvaAAB,a2i80000003UCGV,PGM-70694,1836,Mountain,City Garden Apartments,0,3/8/2018,UA-85533256-12,171182952,Lowe Property Group,61
a0780000003RyrZAAS,a2i80000003Uugn,PGM-76173,403,Southern California,Stone Canyon (California),0,5/11/2018,UA-36351582-1,188086309,St. Regis Properties,208
a078000000U1WrtAAF,a2i2E0000053XVC,PGM-83554,1998,Southwest,Park View,0,12/14/2018,UA-86860765-8,158779062,TruAmerica,196
a078000000U1WroAAF,a2i2E0000053XW3,PGM-83607,1997,Southwest,Highland Park,0,12/14/2018,UA-86860765-9,158753732,TruAmerica,276
a072E00000Wubh7QAB,a2i2E0000053fw3,PGM-85973,2048,Northern California,Alvista at the Bridge,0,2/21/2019,UA-91327653-51,191835145,"Phoenix Realty Group, LLC",544
a072E00000XZYqnQAH,a2i2E000004ui5T,PGM-87269,2076,Southwest,Cornerstone Ranch,0,4/1/2019,UA-107271747-25,192419096,Brookfield Asset Management Inc.,224
